id,app_id,ccu,collected_at
1625,361190,0,2026-05-24 09:21:44.594193
1626,361280,364,2026-05-24 09:21:45.943526
1627,361300,4,2026-05-24 09:21:47.242774
1628,361420,1986,2026-05-24 09:21:48.488105
1629,361550,0,2026-05-24 09:21:49.800360
1630,361630,1,2026-05-24 09:21:51.147738
1631,361800,0,2026-05-24 09:21:52.606263
1632,361990,2,2026-05-24 09:21:53.927972
1633,362490,704,2026-05-24 09:21:55.189798
1634,362680,117,2026-05-24 09:21:56.484114
1635,362890,743,2026-05-24 09:21:57.703683
1636,362930,34,2026-05-24 09:21:59.021819
1637,362960,55,2026-05-24 09:22:00.378060
1638,363150,692,2026-05-24 09:22:01.729478
1639,363440,50,2026-05-24 09:22:03.054724
1640,363490,0,2026-05-24 09:22:04.361096
1641,363680,54,2026-05-24 09:22:05.727984
1642,363890,880,2026-05-24 09:22:06.950632
1643,363930,11,2026-05-24 09:22:08.272106
1644,363970,2122,2026-05-24 09:22:09.498002
1645,364210,1,2026-05-24 09:22:10.829559
1646,364360,395,2026-05-24 09:22:12.063188
1647,364420,8,2026-05-24 09:22:13.307970
1648,364470,2,2026-05-24 09:22:15.112834
1649,364690,0,2026-05-24 09:22:16.505272
1650,365300,0,2026-05-24 09:22:17.862672
1651,365360,2055,2026-05-24 09:22:19.089931
1652,365450,54,2026-05-24 09:22:20.394253
1653,365590,696,2026-05-24 09:22:21.646660
1654,365670,12816,2026-05-24 09:22:22.867536
1655,365960,261,2026-05-24 09:22:24.096873
1656,366090,139,2026-05-24 09:22:25.326360
1657,366250,18,2026-05-24 09:22:26.566804
1658,367120,2,2026-05-24 09:22:27.883300
1659,367450,70,2026-05-24 09:22:29.126906
1660,367500,470,2026-05-24 09:22:30.364949
1661,367520,8632,2026-05-24 09:22:31.580696
1662,367580,1,2026-05-24 09:22:32.899777
1663,367670,116,2026-05-24 09:22:34.149987
1664,368180,0,2026-05-24 09:22:35.460333
1665,368230,52,2026-05-24 09:22:36.847778
1666,368260,496,2026-05-24 09:22:38.097934
1667,368340,392,2026-05-24 09:22:39.364218
1668,368360,38,2026-05-24 09:22:40.659599
1669,368370,9,2026-05-24 09:22:41.990952
1670,368390,25,2026-05-24 09:22:43.350800
1671,368500,529,2026-05-24 09:22:44.580351
1672,368620,1,2026-05-24 09:22:46.187244
1673,368730,0,2026-05-24 09:22:47.491568
1674,368990,1,2026-05-24 09:22:48.909301
1675,369000,0,2026-05-24 09:22:50.195037
1676,369070,0,2026-05-24 09:22:51.497650
1677,369990,233,2026-05-24 09:22:52.743734
1678,370240,42,2026-05-24 09:22:54.063268
1679,370360,18,2026-05-24 09:22:55.499702
1680,370510,0,2026-05-24 09:22:56.925297
1681,370770,2,2026-05-24 09:22:58.563782
1682,370910,3,2026-05-24 09:22:59.895883
1683,371140,3,2026-05-24 09:23:01.135417
1684,371330,0,2026-05-24 09:23:02.481542
1685,371520,8,2026-05-24 09:23:03.813015
1686,371660,845,2026-05-24 09:23:05.102222
1687,371970,449,2026-05-24 09:23:06.344568
1688,372000,180,2026-05-24 09:23:07.582671
1689,372360,53,2026-05-24 09:23:08.923211
1690,372800,73,2026-05-24 09:23:10.378749
1691,373180,2,2026-05-24 09:23:11.669404
1692,373330,0,2026-05-24 09:23:12.966178
1693,373390,3,2026-05-24 09:23:14.294538
1694,373420,944,2026-05-24 09:23:15.510697
1695,373720,6,2026-05-24 09:23:16.822018
1696,373770,5,2026-05-24 09:23:18.144429
1697,373930,248,2026-05-24 09:23:19.390207
1698,374040,174,2026-05-24 09:23:20.623986
1699,374080,0,2026-05-24 09:23:21.975223
1700,374280,109,2026-05-24 09:23:23.333681
1701,374320,7326,2026-05-24 09:23:24.588329
1702,374830,0,2026-05-24 09:23:25.907956
1703,374900,12,2026-05-24 09:23:27.144887
1704,375010,0,2026-05-24 09:23:28.449689
1705,375230,0,2026-05-24 09:23:29.675698
1706,375480,95,2026-05-24 09:23:31.004281
1707,375510,1,2026-05-24 09:23:32.371850
1708,375530,240,2026-05-24 09:23:33.619969
1709,375820,14,2026-05-24 09:23:34.946481
1710,375910,178,2026-05-24 09:23:36.179932
1711,375950,79,2026-05-24 09:23:37.406722
1712,376210,15030,2026-05-24 09:23:38.631237
1713,376300,4,2026-05-24 09:23:39.857587
1714,376570,1,2026-05-24 09:23:41.216574
1715,376870,10,2026-05-24 09:23:42.530267
1716,377160,13620,2026-05-24 09:23:43.835252
1717,377300,72,2026-05-24 09:23:45.051503
1718,377310,0,2026-05-24 09:23:46.304067
1719,377530,239,2026-05-24 09:23:47.673642
1720,377840,442,2026-05-24 09:23:48.894626
1721,378100,0,2026-05-24 09:23:50.218677
1722,378370,4,2026-05-24 09:23:51.518979
1723,378540,267,2026-05-24 09:23:52.838481
1724,378610,1,2026-05-24 09:23:54.169692
1725,378720,29,2026-05-24 09:23:55.466907
1726,378760,159,2026-05-24 09:23:56.720461
1727,378860,180,2026-05-24 09:23:58.014171
1728,379430,6558,2026-05-24 09:23:59.292609
1729,379720,1198,2026-05-24 09:24:00.782647
1730,380150,1,2026-05-24 09:24:02.163246
1731,380360,6,2026-05-24 09:24:03.462129
1732,380600,5043,2026-05-24 09:24:04.702276
1733,380840,6,2026-05-24 09:24:06.397935
1734,381120,3,2026-05-24 09:24:07.706268
1735,381210,60736,2026-05-24 09:24:08.941627
1736,381640,3,2026-05-24 09:24:10.296596
1737,381940,1,2026-05-24 09:24:11.624214
1738,381990,20,2026-05-24 09:24:13.001832
1739,382050,0,2026-05-24 09:24:15.799863
1740,382110,60,2026-05-24 09:24:17.123807
1741,382120,1,2026-05-24 09:24:18.434969
1742,382140,28,2026-05-24 09:24:19.754410
1743,382310,820,2026-05-24 09:24:20.975516
1744,382490,1,2026-05-24 09:24:22.298251
1745,382560,11,2026-05-24 09:24:23.673412
1746,382900,6,2026-05-24 09:24:24.976749
1747,383080,50,2026-05-24 09:24:26.282462
1748,383120,1129,2026-05-24 09:24:27.560337
1749,383150,360,2026-05-24 09:24:28.815498
1750,383180,121,2026-05-24 09:24:30.121069
1751,383230,1,2026-05-24 09:24:31.486416
1752,383270,19,2026-05-24 09:24:32.838626
1753,383330,0,2026-05-24 09:24:34.162897
1754,383580,0,2026-05-24 09:24:35.535337
1755,383870,104,2026-05-24 09:24:36.772683
1756,383980,177,2026-05-24 09:24:38.015803
1757,384030,45,2026-05-24 09:24:39.354040
1758,384180,210,2026-05-24 09:24:40.567333
1759,384190,23,2026-05-24 09:24:42.155986
1760,384300,78,2026-05-24 09:24:43.382330
1761,384490,0,2026-05-24 09:24:44.690285
1762,384570,13,2026-05-24 09:24:46.047797
1763,384740,0,2026-05-24 09:24:47.464749
1764,384980,1,2026-05-24 09:24:48.897843
1765,385070,0,2026-05-24 09:24:50.295807
1766,385080,0,2026-05-24 09:24:51.674892
1767,385150,0,2026-05-24 09:24:52.950870
1768,385270,28,2026-05-24 09:24:54.244353
1769,385380,11,2026-05-24 09:24:55.574105
1770,385710,1,2026-05-24 09:24:56.864300
1771,385730,2,2026-05-24 09:24:58.127032
1772,385760,85,2026-05-24 09:24:59.526397
1773,385770,169,2026-05-24 09:25:00.834771
1774,385800,18,2026-05-24 09:25:02.173820
1775,386010,0,2026-05-24 09:25:03.483631
1776,386070,142,2026-05-24 09:25:04.841001
1777,386180,1959,2026-05-24 09:25:06.074216
1778,386280,1,2026-05-24 09:25:07.391927
1779,386360,975,2026-05-24 09:25:08.619614
1780,386620,27,2026-05-24 09:25:09.841618
1781,386880,0,2026-05-24 09:25:11.149528
1782,386940,1396,2026-05-24 09:25:12.382212
1783,387290,321,2026-05-24 09:25:13.620456
1784,387340,2,2026-05-24 09:25:14.943987
1785,387860,1,2026-05-24 09:25:16.237191
1786,387970,0,2026-05-24 09:25:17.480510
1787,387990,1320,2026-05-24 09:25:18.731743
1788,388080,846,2026-05-24 09:25:19.963163
1789,388090,27,2026-05-24 09:25:21.282817
1790,388160,0,2026-05-24 09:25:22.648703
1791,388210,16,2026-05-24 09:25:23.988095
1792,388410,324,2026-05-24 09:25:25.215423
1793,388750,8,2026-05-24 09:25:26.544688
1794,388880,12,2026-05-24 09:25:27.829120
1795,389140,25,2026-05-24 09:25:29.070248
1796,389170,5,2026-05-24 09:25:30.383589
1797,389430,2042,2026-05-24 09:25:31.845634
1798,389570,24,2026-05-24 09:25:33.523874
1799,389730,809,2026-05-24 09:25:34.784869
1800,390030,0,2026-05-24 09:25:36.163308
1801,390560,4,2026-05-24 09:25:37.471661
1802,390670,0,2026-05-24 09:25:38.924125
1803,390710,1,2026-05-24 09:25:40.262579
1804,391040,16,2026-05-24 09:25:41.588671
1805,391070,0,2026-05-24 09:25:42.959171
1806,391220,2012,2026-05-24 09:25:44.192052
1807,391260,11,2026-05-24 09:25:45.536398
1808,391270,0,2026-05-24 09:25:46.876113
1809,391420,0,2026-05-24 09:25:48.185417
1810,391460,1,2026-05-24 09:25:49.647937
1811,391540,1508,2026-05-24 09:25:50.876591
1812,391720,150,2026-05-24 09:25:52.302289
1813,391730,161,2026-05-24 09:25:53.624178
1814,391780,0,2026-05-24 09:25:55.014749
1815,392110,501,2026-05-24 09:25:56.317540
1816,392160,3679,2026-05-24 09:25:57.641976
1817,393080,115,2026-05-24 09:25:58.941453
1818,393380,19273,2026-05-24 09:26:00.154243
1819,393420,118,2026-05-24 09:26:01.395564
1820,393430,3,2026-05-24 09:26:02.730032
1821,393530,53,2026-05-24 09:26:04.054579
1822,394230,0,2026-05-24 09:26:05.824211
1823,394310,78,2026-05-24 09:26:07.200845
1824,394360,56808,2026-05-24 09:26:08.805414
1825,394510,185,2026-05-24 09:26:10.197822
1826,394690,136,2026-05-24 09:26:11.439676
1827,394870,2,2026-05-24 09:26:12.816211
1828,394970,10,2026-05-24 09:26:14.321884
1829,395170,10,2026-05-24 09:26:15.646997
1830,395200,16,2026-05-24 09:26:16.934883
1831,395520,2,2026-05-24 09:26:18.245882
1832,396160,21,2026-05-24 09:26:19.489250
1833,396710,2,2026-05-24 09:26:20.862500
1834,396750,43,2026-05-24 09:26:22.221772
1835,396900,67,2026-05-24 09:26:23.455093
1836,397060,32,2026-05-24 09:26:25.127753
1837,397340,58,2026-05-24 09:26:26.361966
1838,397540,2601,2026-05-24 09:26:27.769345
1839,397720,22,2026-05-24 09:26:29.085181
1840,397870,1,2026-05-24 09:26:30.575295
1841,397900,503,2026-05-24 09:26:31.838916
1842,397950,43,2026-05-24 09:26:33.219446
1843,398710,5,2026-05-24 09:26:34.518667
1844,398850,14,2026-05-24 09:26:35.838534
1845,399670,1,2026-05-24 09:26:37.180643
1846,399790,174,2026-05-24 09:26:38.507772
1847,399810,81,2026-05-24 09:26:39.871470
1848,399820,2,2026-05-24 09:26:41.202653
1849,400040,3491,2026-05-24 09:26:42.417141
1850,400110,2,2026-05-24 09:26:43.738213
1851,400170,29,2026-05-24 09:26:45.082711
1852,400240,0,2026-05-24 09:26:46.422348
1853,400250,0,2026-05-24 09:26:47.759337
1854,400510,0,2026-05-24 09:26:49.064710
1855,400630,9,2026-05-24 09:26:50.299070
1856,400910,38,2026-05-24 09:26:51.606268
1857,400940,2,2026-05-24 09:26:52.945256
1858,401190,1,2026-05-24 09:26:54.242815
1859,402180,0,2026-05-24 09:26:55.573911
1860,402390,1,2026-05-24 09:26:56.959268
1861,402560,11,2026-05-24 09:26:58.575245
1862,402570,0,2026-05-24 09:26:59.924637
1863,402710,5,2026-05-24 09:27:01.224056
1864,403120,11,2026-05-24 09:27:02.578339
1865,403190,196,2026-05-24 09:27:03.807641
1866,403560,0,2026-05-24 09:27:05.118994
1867,403640,727,2026-05-24 09:27:06.353083
1868,403900,0,2026-05-24 09:27:07.802621
1869,404410,79,2026-05-24 09:27:09.240028
1870,404540,0,2026-05-24 09:27:10.570375
1871,404590,6,2026-05-24 09:27:11.918759
1872,404680,15,2026-05-24 09:27:13.308141
1873,404790,2173,2026-05-24 09:27:14.551341
1874,405310,250,2026-05-24 09:27:15.812526
1875,405640,13,2026-05-24 09:27:17.124019
1876,405710,11,2026-05-24 09:27:18.443362
1877,405820,8,2026-05-24 09:27:19.731317
1878,405900,49,2026-05-24 09:27:21.004885
1879,406150,13,2026-05-24 09:27:22.335375
1880,406290,76,2026-05-24 09:27:23.661594
1881,406350,33,2026-05-24 09:27:24.966479
1882,406970,3,2026-05-24 09:27:26.349481
1883,407120,0,2026-05-24 09:27:27.668161
1884,407130,101,2026-05-24 09:27:28.943963
1885,407230,39,2026-05-24 09:27:30.248215
1886,407330,7,2026-05-24 09:27:31.563198
1887,407530,7,2026-05-24 09:27:32.874112
1888,407560,5,2026-05-24 09:27:34.197145
1889,407840,0,2026-05-24 09:27:35.542518
1890,408410,30,2026-05-24 09:27:36.794811
1891,408900,2,2026-05-24 09:27:38.093080
1892,408930,0,2026-05-24 09:27:39.409135
1893,409160,2,2026-05-24 09:27:41.130233
1894,409510,0,2026-05-24 09:27:42.441063
1895,409710,684,2026-05-24 09:27:43.904071
1896,409720,260,2026-05-24 09:27:45.169260
1897,410110,53,2026-05-24 09:27:46.388457
1898,410210,1,2026-05-24 09:27:47.756892
1899,410320,145,2026-05-24 09:27:48.986219
1900,410340,627,2026-05-24 09:27:50.307501
1901,410380,0,2026-05-24 09:27:51.641873
1902,410710,5,2026-05-24 09:27:52.947099
1903,410900,609,2026-05-24 09:27:54.177234
1904,411300,140,2026-05-24 09:27:55.411522
1905,412020,1948,2026-05-24 09:27:56.636952
1906,412170,1,2026-05-24 09:27:57.950602
1907,412210,0,2026-05-24 09:27:59.353451
1908,412220,3193,2026-05-24 09:28:00.587941
1909,412290,0,2026-05-24 09:28:01.927122
1910,412400,0,2026-05-24 09:28:03.199764
1911,412470,3,2026-05-24 09:28:04.550748
1912,412830,376,2026-05-24 09:28:05.774898
1913,412880,686,2026-05-24 09:28:07.141653
1914,413150,120571,2026-05-24 09:28:08.418130
1915,413410,683,2026-05-24 09:28:09.627056
1916,413420,978,2026-05-24 09:28:10.865121
1917,414340,62,2026-05-24 09:28:12.191125
1918,414530,0,2026-05-24 09:28:13.499911
1919,414700,259,2026-05-24 09:28:14.747049
1920,414740,5,2026-05-24 09:28:16.084525
1921,415200,365,2026-05-24 09:28:17.397355
1922,415860,0,2026-05-24 09:28:18.687008
1923,415880,0,2026-05-24 09:28:20.013515
1924,415960,0,2026-05-24 09:28:21.350846
1925,416600,10,2026-05-24 09:28:22.673931
1926,416680,27,2026-05-24 09:28:23.981437
1927,417430,2,2026-05-24 09:28:25.310724
1928,417860,7,2026-05-24 09:28:26.644025
1929,417890,0,2026-05-24 09:28:27.977995
1930,417910,0,2026-05-24 09:28:29.220678
1931,418030,269,2026-05-24 09:28:30.445911
1932,418070,2,2026-05-24 09:28:31.781823
1933,418180,10,2026-05-24 09:28:33.112718
1934,418240,153,2026-05-24 09:28:34.434909
1935,418340,8,2026-05-24 09:28:35.677319
1936,418370,1950,2026-05-24 09:28:36.890284
1937,418460,483,2026-05-24 09:28:38.128600
1938,418530,251,2026-05-24 09:28:39.344416
1939,419480,17,2026-05-24 09:28:40.671720
1940,420110,18,2026-05-24 09:28:41.995530
1941,420290,7,2026-05-24 09:28:43.290767
1942,420530,118,2026-05-24 09:28:44.636206
1943,420560,31,2026-05-24 09:28:45.963279
1944,420740,13,2026-05-24 09:28:47.262749
1945,420790,43,2026-05-24 09:28:48.476113
1946,420970,0,2026-05-24 09:28:49.791547
1947,421020,47,2026-05-24 09:28:51.220808
1948,421050,20,2026-05-24 09:28:52.566184
1949,422100,1,2026-05-24 09:28:53.888680
1950,422250,1,2026-05-24 09:28:55.212395
1951,422970,16,2026-05-24 09:28:56.484358
1952,423230,21,2026-05-24 09:28:57.787413
1953,423580,60,2026-05-24 09:28:59.114755
1954,423710,0,2026-05-24 09:29:00.420005
1955,423880,1,2026-05-24 09:29:01.737211
1956,424030,127,2026-05-24 09:29:03.181845
1957,424280,10,2026-05-24 09:29:06.268442
1958,424370,41,2026-05-24 09:29:07.587297
1959,424840,292,2026-05-24 09:29:08.891670
1960,425580,41,2026-05-24 09:29:10.126902
1961,426000,26,2026-05-24 09:29:11.429606
1962,427100,115,2026-05-24 09:29:12.688431
1963,427190,37,2026-05-24 09:29:15.496679
1964,427250,6,2026-05-24 09:29:16.908942
1965,427270,1,2026-05-24 09:29:18.216682
1966,427290,243,2026-05-24 09:29:19.538326
1967,427410,5900,2026-05-24 09:29:20.820550
1968,427520,21305,2026-05-24 09:29:22.046055
1969,427730,121,2026-05-24 09:29:23.316112
1970,427820,5,2026-05-24 09:29:24.624442
1971,427930,0,2026-05-24 09:29:25.987393
1972,428430,0,2026-05-24 09:29:27.314078
1973,428550,50,2026-05-24 09:29:28.662453
1974,428660,63,2026-05-24 09:29:30.011782
1975,428690,45,2026-05-24 09:29:31.311085
1976,428950,0,2026-05-24 09:29:32.616086
1977,429050,297,2026-05-24 09:29:33.873971
1978,429180,0,2026-05-24 09:29:35.217827
1979,429540,28,2026-05-24 09:29:36.516439
1980,429570,8,2026-05-24 09:29:37.813191
1981,429660,92,2026-05-24 09:29:39.049109
1982,429790,162,2026-05-24 09:29:40.350068
1983,430210,9,2026-05-24 09:29:41.644277
1984,431240,811,2026-05-24 09:29:42.868690
1985,431250,3,2026-05-24 09:29:44.168889
1986,431600,25,2026-05-24 09:29:45.478591
1987,431730,5623,2026-05-24 09:29:46.723829
1988,431930,0,2026-05-24 09:29:48.047021
1989,431960,116952,2026-05-24 09:29:49.284261
1990,432350,79,2026-05-24 09:29:50.517485
1991,433340,1257,2026-05-24 09:29:51.733477
1992,433350,8,2026-05-24 09:29:53.061214
1993,433550,6,2026-05-24 09:29:54.394179
1994,433850,20,2026-05-24 09:29:55.670627
1995,433950,0,2026-05-24 09:29:57.002945
1996,434030,6,2026-05-24 09:29:58.289443
1997,434050,43,2026-05-24 09:29:59.524773
1998,434250,0,2026-05-24 09:30:00.856486
1999,434460,16,2026-05-24 09:30:02.187450
2000,434570,89,2026-05-24 09:30:03.412669
2001,434610,0,2026-05-24 09:30:04.720387
2002,434730,0,2026-05-24 09:30:06.034167
2003,435100,0,2026-05-24 09:30:07.407586
2004,435120,117,2026-05-24 09:30:08.714851
2005,435150,6643,2026-05-24 09:30:09.961005
2006,435400,13,2026-05-24 09:30:11.260351
2007,435530,9,2026-05-24 09:30:12.486489
2008,435790,4,2026-05-24 09:30:13.794143
2009,436110,0,2026-05-24 09:30:15.112271
2010,436160,26,2026-05-24 09:30:16.877959
2011,436180,1,2026-05-24 09:30:18.182442
2012,436520,3,2026-05-24 09:30:19.504382
2013,437220,1,2026-05-24 09:30:20.820987
2014,437900,0,2026-05-24 09:30:22.169544
2015,437920,91,2026-05-24 09:30:23.519713
2016,438010,0,2026-05-24 09:30:24.888072
2017,438020,0,2026-05-24 09:30:26.223458
2018,438040,1899,2026-05-24 09:30:27.452961
2019,438080,2,2026-05-24 09:30:28.744395
2020,438100,53969,2026-05-24 09:30:29.964019
2021,438140,52,2026-05-24 09:30:31.291971
2022,438180,0,2026-05-24 09:30:32.647948
2023,438480,140,2026-05-24 09:30:34.106621
2024,438640,79,2026-05-24 09:30:35.467132
2025,438680,2,2026-05-24 09:30:36.807659
2026,438740,20,2026-05-24 09:30:38.130381
2027,439190,4,2026-05-24 09:30:39.510108
2028,439350,0,2026-05-24 09:30:40.858161
2029,440650,32,2026-05-24 09:30:42.200552
2030,440900,27871,2026-05-24 09:30:43.642864
2031,441380,15,2026-05-24 09:30:44.977492
2032,441550,76,2026-05-24 09:30:46.207058
2033,441870,1,2026-05-24 09:30:47.506857
2034,442070,16,2026-05-24 09:30:48.730479
2035,442080,1,2026-05-24 09:30:50.029436
2036,442120,72,2026-05-24 09:30:51.253840
2037,442810,1,2026-05-24 09:30:52.555597
2038,443110,164,2026-05-24 09:30:53.932339
2039,443580,1,2026-05-24 09:30:55.229879
2040,443810,85,2026-05-24 09:30:56.502070
2041,444090,816,2026-05-24 09:30:57.777354
2042,444200,6972,2026-05-24 09:30:59.034475
2043,444220,0,2026-05-24 09:31:00.365062
2044,444250,1,2026-05-24 09:31:01.694226
2045,444480,0,2026-05-24 09:31:03.028617
2046,444490,0,2026-05-24 09:31:04.382261
2047,444640,225,2026-05-24 09:31:05.705249
2048,444690,0,2026-05-24 09:31:07.084646
2049,444930,14,2026-05-24 09:31:08.555059
2050,444940,141,2026-05-24 09:31:09.922546
2051,445190,29,2026-05-24 09:31:11.208749
2052,445220,687,2026-05-24 09:31:12.471977
2053,445720,8,2026-05-24 09:31:13.723286
2054,445980,86,2026-05-24 09:31:14.946655
2055,446020,82,2026-05-24 09:31:16.203773
2056,446030,0,2026-05-24 09:31:17.529172
2057,446150,8,2026-05-24 09:31:18.765458
2058,446800,108,2026-05-24 09:31:20.024735
2059,447020,426,2026-05-24 09:31:21.255820
2060,447040,947,2026-05-24 09:31:22.495290
2061,447530,117,2026-05-24 09:31:23.728240
2062,447820,20,2026-05-24 09:31:25.167785
2063,447850,4,2026-05-24 09:31:26.586367
2064,447920,0,2026-05-24 09:31:27.888874
2065,448070,3,2026-05-24 09:31:29.219905
2066,448280,100,2026-05-24 09:31:30.483119
2067,448470,0,2026-05-24 09:31:31.816565
2068,448510,260,2026-05-24 09:31:33.123004
2069,448630,0,2026-05-24 09:31:34.470104
2070,448780,0,2026-05-24 09:31:35.844962
2071,449140,1,2026-05-24 09:31:37.310026
2072,449200,0,2026-05-24 09:31:38.885735
2073,449540,0,2026-05-24 09:31:40.235933
2074,449680,1,2026-05-24 09:31:41.541685
2075,450390,17,2026-05-24 09:31:42.869722
2076,450540,207,2026-05-24 09:31:44.100102
2077,450670,0,2026-05-24 09:31:45.409197
2078,451020,37,2026-05-24 09:31:46.736265
2079,451340,307,2026-05-24 09:31:47.960145
2080,451880,0,2026-05-24 09:31:49.324176
2081,452060,38,2026-05-24 09:31:50.634407
2082,453090,130,2026-05-24 09:31:51.991874
2083,453480,203,2026-05-24 09:31:53.202788
2084,453820,0,2026-05-24 09:31:54.516336
2085,453980,0,2026-05-24 09:31:55.825967
2086,454120,6,2026-05-24 09:31:57.133392
2087,454200,0,2026-05-24 09:31:58.590506
2088,454540,0,2026-05-24 09:31:59.852088
2089,454650,857,2026-05-24 09:32:01.163206
2090,454910,0,2026-05-24 09:32:02.462503
2091,455910,3,2026-05-24 09:32:03.719663
2092,455980,24,2026-05-24 09:32:05.016954
2093,456670,20,2026-05-24 09:32:06.323313
2094,456750,70,2026-05-24 09:32:07.624175
2095,457140,14931,2026-05-24 09:32:08.854830
2096,457330,0,2026-05-24 09:32:10.200067
2097,457420,1,2026-05-24 09:32:11.573578
2098,457730,2,2026-05-24 09:32:12.789551
2099,458710,300,2026-05-24 09:32:14.041371
2100,459090,2,2026-05-24 09:32:15.337282
2101,459220,141,2026-05-24 09:32:16.642499
2102,459820,811,2026-05-24 09:32:17.884859
2103,460120,8,2026-05-24 09:32:19.140319
2104,460790,176,2026-05-24 09:32:20.374226
2105,460810,30,2026-05-24 09:32:21.605764
2106,460920,87,2026-05-24 09:32:22.837961
2107,460950,120,2026-05-24 09:32:24.160093
2108,461040,439,2026-05-24 09:32:25.637966
2109,461560,2,2026-05-24 09:32:26.877299
2110,461870,1,2026-05-24 09:32:28.171198
2111,461880,0,2026-05-24 09:32:29.505662
2112,461910,0,2026-05-24 09:32:30.821925
2113,461950,23,2026-05-24 09:32:32.172433
2114,462680,2,2026-05-24 09:32:33.543788
2115,462770,13,2026-05-24 09:32:34.892017
2116,462780,257,2026-05-24 09:32:36.141429
2117,462930,28,2026-05-24 09:32:37.445158
2118,462960,19,2026-05-24 09:32:38.764331
2119,463150,4,2026-05-24 09:32:40.116361
2120,463530,785,2026-05-24 09:32:41.375620
2121,463710,0,2026-05-24 09:32:42.688868
2122,464060,10,2026-05-24 09:32:43.951107
2123,464340,33,2026-05-24 09:32:45.200174
2124,464350,59,2026-05-24 09:32:46.519780
2125,464920,389,2026-05-24 09:32:47.807087
2126,465240,56,2026-05-24 09:32:49.078329
2127,465520,2,2026-05-24 09:32:50.421602
2128,465760,0,2026-05-24 09:32:51.725919
2129,466130,55,2026-05-24 09:32:53.066275
2130,466170,1139,2026-05-24 09:32:54.299176
2131,466240,50,2026-05-24 09:32:55.513868
2132,466270,1,2026-05-24 09:32:56.855104
2133,466300,76,2026-05-24 09:32:58.416610
2134,466500,3,2026-05-24 09:32:59.730615
2135,466560,1773,2026-05-24 09:33:00.962302
2136,466630,3,2026-05-24 09:33:02.289597
2137,466660,1,2026-05-24 09:33:03.587930
2138,466730,0,2026-05-24 09:33:04.889193
2139,466910,7,2026-05-24 09:33:06.328817
2140,466940,1,2026-05-24 09:33:07.713603
2141,467000,0,2026-05-24 09:33:09.208335
2142,467390,0,2026-05-24 09:33:10.534931
2143,467960,121,2026-05-24 09:33:11.776295
2144,468250,0,2026-05-24 09:33:13.107360
2145,468560,1,2026-05-24 09:33:14.340825
2146,468700,2,2026-05-24 09:33:15.683143
2147,468920,76,2026-05-24 09:33:16.899487
2148,469600,901,2026-05-24 09:33:18.205899
2149,469730,0,2026-05-24 09:33:19.675054
2150,469820,8,2026-05-24 09:33:21.004007
2151,469890,1,2026-05-24 09:33:22.339767
2152,469990,8,2026-05-24 09:33:23.654337
2153,470220,126,2026-05-24 09:33:24.960491
2154,470260,1,2026-05-24 09:33:26.303851
2155,470310,167,2026-05-24 09:33:27.514841
2156,471010,9,2026-05-24 09:33:28.901408
2157,471550,47,2026-05-24 09:33:30.148174
2158,471710,591,2026-05-24 09:33:31.451843
2159,473560,0,2026-05-24 09:33:32.796346
2160,473690,8,2026-05-24 09:33:34.140686
2161,473770,10,2026-05-24 09:33:35.478018
2162,473950,16,2026-05-24 09:33:36.790644
2163,474750,8,2026-05-24 09:33:38.131657
2164,474960,102,2026-05-24 09:33:39.477344
2165,475150,1218,2026-05-24 09:33:40.710438
2166,475190,2,2026-05-24 09:33:42.050929
2167,475550,132,2026-05-24 09:33:43.346094
2168,476360,0,2026-05-24 09:33:44.660272
2169,476460,65,2026-05-24 09:33:45.976656
2170,476480,0,2026-05-24 09:33:47.344307
2171,476600,346,2026-05-24 09:33:48.628221
2172,477160,3414,2026-05-24 09:33:49.869314
2173,477740,157,2026-05-24 09:33:51.214932
2174,477770,27,2026-05-24 09:33:52.486490
2175,478980,56,2026-05-24 09:33:53.743594
2176,479130,2,2026-05-24 09:33:55.320991
2177,480430,10,2026-05-24 09:33:56.701068
2178,480490,428,2026-05-24 09:33:57.921847
2179,480650,58,2026-05-24 09:33:59.218840
2180,481510,51,2026-05-24 09:34:00.485208
2181,482400,98,2026-05-24 09:34:01.746612
2182,482730,524,2026-05-24 09:34:02.965027
2183,482920,196,2026-05-24 09:34:04.282084
2184,483980,46,2026-05-24 09:34:05.518787
2185,484950,0,2026-05-24 09:34:07.018760
2186,485310,1,2026-05-24 09:34:08.401142
2187,485330,0,2026-05-24 09:34:09.734530
2188,485450,4,2026-05-24 09:34:11.045861
2189,485490,0,2026-05-24 09:34:12.345229
2190,485510,878,2026-05-24 09:34:13.597329
2191,485610,47,2026-05-24 09:34:14.909790
2192,485950,0,2026-05-24 09:34:17.809631
2193,485980,64,2026-05-24 09:34:19.113321
2194,486310,4,2026-05-24 09:34:20.331293
2195,487000,10,2026-05-24 09:34:21.653638
2196,487120,7,2026-05-24 09:34:22.955954
2197,487220,0,2026-05-24 09:34:24.265708
2198,487720,1,2026-05-24 09:34:25.568266
2199,488210,3,2026-05-24 09:34:26.824099
2200,488790,263,2026-05-24 09:34:28.161690
2201,488860,225,2026-05-24 09:34:29.456499
2202,489140,0,2026-05-24 09:34:30.680724
2203,489360,7,2026-05-24 09:34:32.039766
2204,489520,327,2026-05-24 09:34:33.314498
