id,app_id,owners_min,owners_max,average_playtime,median_playtime,peak_ccu,collected_at
845,238750,200000,500000,0,0,36,2026-05-23 20:59:58.063231
846,238910,200000,500000,0,0,1,2026-05-23 20:59:59.967998
847,238960,20000000,50000000,0,0,4694,2026-05-23 21:00:01.811446
848,239030,2000000,5000000,0,0,416,2026-05-23 21:00:03.666268
849,239070,500000,1000000,0,0,5,2026-05-23 21:00:05.697847
850,239120,500000,1000000,0,0,48,2026-05-23 21:00:07.453860
851,239140,10000000,20000000,0,0,4953,2026-05-23 21:00:09.300273
852,239160,1000000,2000000,0,0,110,2026-05-23 21:00:11.142425
853,239200,1000000,2000000,0,0,10,2026-05-23 21:00:12.980002
854,239250,500000,1000000,0,0,17,2026-05-23 21:00:14.886162
855,239350,1000000,2000000,0,0,60,2026-05-23 21:00:16.742063
856,239430,500000,1000000,0,0,0,2026-05-23 21:00:18.610886
857,239660,500000,1000000,0,0,0,2026-05-23 21:00:20.444843
858,239820,1000000,2000000,0,0,157,2026-05-23 21:00:22.277847
859,240320,1000000,2000000,0,0,6,2026-05-23 21:00:24.113490
860,240440,200000,500000,0,0,1,2026-05-23 21:00:25.983676
861,240720,2000000,5000000,0,0,192,2026-05-23 21:00:27.818549
862,240760,500000,1000000,0,0,10,2026-05-23 21:00:29.654554
863,241240,200000,500000,0,0,6,2026-05-23 21:00:31.800569
864,241260,200000,500000,0,0,19,2026-05-23 21:00:33.645446
865,241540,500000,1000000,0,0,7,2026-05-23 21:00:35.484441
866,241560,500000,1000000,0,0,3,2026-05-23 21:00:37.388405
867,241600,200000,500000,0,0,36,2026-05-23 21:00:39.228534
868,241910,200000,500000,0,0,3,2026-05-23 21:00:41.272671
869,241930,5000000,10000000,0,0,441,2026-05-23 21:00:43.106866
870,242050,5000000,10000000,0,0,923,2026-05-23 21:00:44.950643
871,242550,500000,1000000,0,0,71,2026-05-23 21:00:46.791836
872,242570,200000,500000,0,0,1,2026-05-23 21:00:48.800247
873,242640,500000,1000000,0,0,37,2026-05-23 21:00:50.684537
874,242680,500000,1000000,0,0,103,2026-05-23 21:00:52.528507
875,242700,1000000,2000000,0,0,69,2026-05-23 21:00:54.573771
876,242720,2000000,5000000,0,0,3,2026-05-23 21:00:56.412797
877,242760,20000000,50000000,0,0,2892,2026-05-23 21:00:58.253732
878,242780,200000,500000,0,0,1,2026-05-23 21:01:00.155592
879,242860,1000000,2000000,0,0,64,2026-05-23 21:01:02.190606
880,242880,500000,1000000,0,0,0,2026-05-23 21:01:04.032331
881,242920,2000000,5000000,0,0,477,2026-05-23 21:01:05.866749
882,242940,200000,500000,0,0,2,2026-05-23 21:01:07.844232
883,242960,200000,500000,0,0,4,2026-05-23 21:01:09.901094
884,242980,200000,500000,0,0,2,2026-05-23 21:01:12.007298
885,243040,200000,500000,0,0,4,2026-05-23 21:01:14.075705
886,243120,200000,500000,0,0,1,2026-05-23 21:01:15.985654
887,243200,200000,500000,0,0,2,2026-05-23 21:01:17.867989
888,243470,1000000,2000000,0,0,388,2026-05-23 21:01:19.714287
889,243780,200000,500000,0,0,12,2026-05-23 21:01:21.555988
890,243800,200000,500000,0,0,5,2026-05-23 21:01:23.397354
891,243930,200000,500000,0,0,8,2026-05-23 21:01:25.233752
892,243950,200000,500000,0,0,5,2026-05-23 21:01:27.314670
893,243970,1000000,2000000,0,0,19,2026-05-23 21:01:29.160143
894,244050,500000,1000000,0,0,18,2026-05-23 21:01:31.211951
895,244070,200000,500000,0,0,3,2026-05-23 21:01:33.061843
896,244090,500000,1000000,0,0,0,2026-05-23 21:01:35.051655
897,244160,1000000,2000000,0,0,92,2026-05-23 21:01:36.929729
898,244210,5000000,10000000,0,0,8961,2026-05-23 21:01:38.787543
899,244450,1000000,2000000,0,0,711,2026-05-23 21:01:40.945247
900,244710,200000,500000,0,0,0,2026-05-23 21:01:42.803691
901,244770,200000,500000,0,0,2,2026-05-23 21:01:44.639988
902,244850,2000000,5000000,0,0,4201,2026-05-23 21:01:46.480999
903,244930,1000000,2000000,0,0,0,2026-05-23 21:01:48.316756
904,245170,2000000,5000000,0,0,112,2026-05-23 21:01:50.146171
905,245280,500000,1000000,0,0,19,2026-05-23 21:01:51.985392
906,245390,200000,500000,0,0,16,2026-05-23 21:01:54.025318
907,245490,200000,500000,0,0,14,2026-05-23 21:01:55.858209
908,245620,1000000,2000000,0,0,97,2026-05-23 21:01:57.709882
909,246070,200000,500000,0,0,0,2026-05-23 21:01:59.795295
910,246420,1000000,2000000,0,0,214,2026-05-23 21:02:01.661448
911,246580,200000,500000,0,0,11,2026-05-23 21:02:03.659767
912,246620,1000000,2000000,0,0,1494,2026-05-23 21:02:05.499618
913,246840,200000,500000,0,0,80,2026-05-23 21:02:07.629807
914,246900,1000000,2000000,0,0,140,2026-05-23 21:02:09.461926
915,247000,500000,1000000,0,0,102,2026-05-23 21:02:11.586342
916,247020,500000,1000000,0,0,7,2026-05-23 21:02:13.428179
917,247080,1000000,2000000,0,0,114,2026-05-23 21:02:15.290388
918,247240,200000,500000,0,0,2,2026-05-23 21:02:17.157650
919,247430,500000,1000000,0,0,10,2026-05-23 21:02:18.997901
920,247660,200000,500000,0,0,19,2026-05-23 21:02:20.827253
921,247910,200000,500000,0,0,7,2026-05-23 21:02:22.825329
922,247950,500000,1000000,0,0,4,2026-05-23 21:02:24.672882
923,248170,200000,500000,0,0,134,2026-05-23 21:02:26.673097
924,248390,500000,1000000,0,0,303,2026-05-23 21:02:28.521371
925,248550,500000,1000000,0,0,1,2026-05-23 21:02:30.454823
926,248570,2000000,5000000,0,0,85,2026-05-23 21:02:32.309934
927,248610,500000,1000000,0,0,18,2026-05-23 21:02:34.142995
928,248820,500000,1000000,0,0,25,2026-05-23 21:02:35.971904
929,248860,500000,1000000,0,0,29,2026-05-23 21:02:37.825026
930,249050,1000000,2000000,0,0,61,2026-05-23 21:02:39.668792
931,249130,1000000,2000000,0,0,298,2026-05-23 21:02:41.517405
932,249230,500000,1000000,0,0,46,2026-05-23 21:02:43.619778
933,249590,500000,1000000,0,0,0,2026-05-23 21:02:45.457044
934,249650,500000,1000000,0,0,9,2026-05-23 21:02:47.299493
935,249870,200000,500000,0,0,6,2026-05-23 21:02:49.184680
936,249990,200000,500000,0,0,1,2026-05-23 21:02:51.097686
937,250050,200000,500000,0,0,2,2026-05-23 21:02:52.940426
938,250110,200000,500000,0,0,1,2026-05-23 21:02:55.086734
939,250180,1000000,2000000,0,0,17,2026-05-23 21:02:56.982906
940,250260,200000,500000,0,0,4,2026-05-23 21:02:58.844444
941,250320,1000000,2000000,0,0,116,2026-05-23 21:03:00.681356
942,250340,500000,1000000,0,0,26,2026-05-23 21:03:02.521419
943,250380,200000,500000,0,0,2,2026-05-23 21:03:04.464915
944,250400,1000000,2000000,0,0,10,2026-05-23 21:03:06.527375
945,250460,200000,500000,0,0,7,2026-05-23 21:03:08.369346
946,250520,200000,500000,0,0,135,2026-05-23 21:03:10.204321
947,250600,500000,1000000,0,0,2,2026-05-23 21:03:12.037000
948,250620,200000,500000,0,0,12,2026-05-23 21:03:13.883394
949,250760,500000,1000000,0,0,69,2026-05-23 21:03:15.722397
950,250820,1000000,2000000,0,0,0,2026-05-23 21:03:17.581836
951,250900,5000000,10000000,0,0,14904,2026-05-23 21:03:19.411410
952,251060,1000000,2000000,0,0,434,2026-05-23 21:03:21.436063
953,251110,200000,500000,0,0,16,2026-05-23 21:03:23.282989
954,251150,500000,1000000,0,0,69,2026-05-23 21:03:25.123186
955,251170,200000,500000,0,0,0,2026-05-23 21:03:27.104699
956,251230,200000,500000,0,0,1,2026-05-23 21:03:28.948068
957,251410,200000,500000,0,0,0,2026-05-23 21:03:30.903461
958,251470,200000,500000,0,0,10,2026-05-23 21:03:32.747490
959,251530,200000,500000,0,0,0,2026-05-23 21:03:34.663468
960,251570,10000000,20000000,0,0,17045,2026-05-23 21:03:36.714336
961,251730,200000,500000,0,0,26,2026-05-23 21:03:38.574445
962,251890,200000,500000,0,0,0,2026-05-23 21:03:40.589643
963,251950,1000000,2000000,0,0,17,2026-05-23 21:03:42.461914
964,251990,200000,500000,0,0,16,2026-05-23 21:03:44.313939
965,252030,200000,500000,0,0,2,2026-05-23 21:03:46.288538
966,252110,200000,500000,0,0,7,2026-05-23 21:03:48.132579
967,252130,2000000,5000000,0,0,0,2026-05-23 21:03:50.036560
968,252150,500000,1000000,0,0,3,2026-05-23 21:03:52.124193
969,252410,500000,1000000,0,0,16,2026-05-23 21:03:53.961371
970,252490,20000000,50000000,0,0,143870,2026-05-23 21:03:55.800171
971,252530,1000000,2000000,0,0,587,2026-05-23 21:03:57.636989
972,252610,200000,500000,0,0,269,2026-05-23 21:03:59.476452
973,252850,500000,1000000,0,0,10,2026-05-23 21:04:01.348869
974,252950,10000000,20000000,0,0,21106,2026-05-23 21:04:03.183691
975,253030,500000,1000000,0,0,6,2026-05-23 21:04:05.193931
976,253110,200000,500000,0,0,3,2026-05-23 21:04:07.031481
977,253230,500000,1000000,0,0,131,2026-05-23 21:04:08.869574
978,253250,500000,1000000,0,0,68,2026-05-23 21:04:10.740198
979,253430,500000,1000000,0,0,46,2026-05-23 21:04:12.635604
980,253490,200000,500000,0,0,0,2026-05-23 21:04:14.482631
981,253650,200000,500000,0,0,1,2026-05-23 21:04:16.214553
982,253710,5000000,10000000,0,0,417,2026-05-23 21:04:18.111740
983,253840,200000,500000,0,0,0,2026-05-23 21:04:19.944801
984,253860,200000,500000,0,0,28,2026-05-23 21:04:21.685458
985,253880,200000,500000,0,0,2,2026-05-23 21:04:23.413172
986,253900,1000000,2000000,0,0,47,2026-05-23 21:04:25.256257
987,253920,200000,500000,0,0,61,2026-05-23 21:04:27.275582
988,253940,200000,500000,0,0,4,2026-05-23 21:04:29.114768
989,253980,1000000,2000000,0,0,63,2026-05-23 21:04:32.978167
990,254060,200000,500000,0,0,4,2026-05-23 21:04:34.709206
991,254700,2000000,5000000,0,0,673,2026-05-23 21:04:36.555255
992,254960,200000,500000,0,0,9,2026-05-23 21:04:38.452797
993,255070,200000,500000,0,0,0,2026-05-23 21:04:40.289465
994,255220,500000,1000000,0,0,15,2026-05-23 21:04:42.378909
995,255280,200000,500000,0,0,3,2026-05-23 21:04:44.302711
996,255420,200000,500000,0,0,2,2026-05-23 21:04:47.994003
997,255520,500000,1000000,0,0,3,2026-05-23 21:04:49.828246
998,255710,10000000,20000000,0,0,8842,2026-05-23 21:04:51.675667
999,256190,200000,500000,0,0,5,2026-05-23 21:04:53.583864
1000,256290,500000,1000000,0,0,12,2026-05-23 21:04:55.480266
1001,256330,200000,500000,0,0,7,2026-05-23 21:04:57.318755
1002,256370,200000,500000,0,0,4,2026-05-23 21:04:59.169213
1003,257350,1000000,2000000,0,0,279,2026-05-23 21:05:01.030751
1004,257420,1000000,2000000,0,0,145,2026-05-23 21:05:02.871858
1005,257510,1000000,2000000,0,0,117,2026-05-23 21:05:04.922894
1006,257730,500000,1000000,0,0,10,2026-05-23 21:05:06.777077
1007,257850,1000000,2000000,0,0,44,2026-05-23 21:05:08.612301
1008,258180,500000,1000000,0,0,2,2026-05-23 21:05:10.784288
1009,258520,500000,1000000,0,0,4,2026-05-23 21:05:12.836027
1010,258760,200000,500000,0,0,3,2026-05-23 21:05:14.865721
1011,258970,1000000,2000000,0,0,37,2026-05-23 21:05:16.708527
1012,259020,200000,500000,0,0,0,2026-05-23 21:05:18.577815
1013,259080,2000000,5000000,0,0,7,2026-05-23 21:05:20.425127
1014,259130,200000,500000,0,0,1,2026-05-23 21:05:22.349306
1015,260210,200000,500000,0,0,6,2026-05-23 21:05:24.203716
1016,260230,500000,1000000,0,0,25,2026-05-23 21:05:26.042384
1017,260430,500000,1000000,0,0,55,2026-05-23 21:05:29.713617
1018,260730,200000,500000,0,0,20,2026-05-23 21:05:31.559877
1019,260750,200000,500000,0,0,2,2026-05-23 21:05:33.408552
1020,261030,1000000,2000000,0,0,199,2026-05-23 21:05:35.443577
1021,261110,1000000,2000000,0,0,9,2026-05-23 21:05:37.521005
1022,261180,500000,1000000,0,0,9,2026-05-23 21:05:39.371419
1023,261510,200000,500000,0,0,0,2026-05-23 21:05:41.217491
1024,261530,200000,500000,0,0,0,2026-05-23 21:05:43.061138
1025,261550,10000000,20000000,0,0,14477,2026-05-23 21:05:44.906967
1026,261570,2000000,5000000,0,0,172,2026-05-23 21:05:46.746893
1027,261640,2000000,5000000,0,0,437,2026-05-23 21:05:48.585080
1028,261760,200000,500000,0,0,2,2026-05-23 21:05:50.468005
1029,262060,2000000,5000000,0,0,3848,2026-05-23 21:05:52.317983
1030,262150,200000,500000,0,0,0,2026-05-23 21:05:54.206353
1031,262280,1000000,2000000,0,0,13,2026-05-23 21:05:56.047093
1032,262410,2000000,5000000,0,0,103,2026-05-23 21:05:57.886746
1033,262940,200000,500000,0,0,3,2026-05-23 21:05:59.765217
1034,263060,500000,1000000,0,0,0,2026-05-23 21:06:01.783600
1035,263500,1000000,2000000,0,0,1,2026-05-23 21:06:03.620746
1036,263540,500000,1000000,0,0,33,2026-05-23 21:06:05.461319
1037,263620,200000,500000,0,0,1,2026-05-23 21:06:07.303513
1038,263760,500000,1000000,0,0,10,2026-05-23 21:06:09.145332
1039,263980,200000,500000,0,0,1,2026-05-23 21:06:11.206864
1040,264120,200000,500000,0,0,0,2026-05-23 21:06:13.131739
1041,264140,200000,500000,0,0,4,2026-05-23 21:06:15.160668
1042,264200,500000,1000000,0,0,9,2026-05-23 21:06:16.995576
1043,264240,200000,500000,0,0,0,2026-05-23 21:06:18.917960
1044,264380,200000,500000,0,0,14,2026-05-23 21:06:20.756232
1045,264710,5000000,10000000,0,0,2719,2026-05-23 21:06:22.591574
1046,265210,200000,500000,0,0,9,2026-05-23 21:06:24.441219
1047,265300,500000,1000000,0,0,18,2026-05-23 21:06:26.188084
1048,265550,1000000,2000000,0,0,136,2026-05-23 21:06:28.030538
1049,265590,2000000,5000000,0,0,5,2026-05-23 21:06:29.946592
1050,265630,2000000,5000000,0,0,53,2026-05-23 21:06:31.784218
1051,265890,200000,500000,0,0,10,2026-05-23 21:06:33.624776
1052,265930,2000000,5000000,0,0,71,2026-05-23 21:06:35.466994
1053,265970,200000,500000,0,0,401,2026-05-23 21:06:37.250870
1054,266010,200000,500000,0,0,9,2026-05-23 21:06:39.261152
1055,266110,200000,500000,0,0,2,2026-05-23 21:06:41.318349
1056,266130,200000,500000,0,0,1,2026-05-23 21:06:43.163875
1057,266210,500000,1000000,0,0,13,2026-05-23 21:06:45.198583
1058,266310,500000,1000000,0,0,4,2026-05-23 21:06:47.230164
1059,266410,500000,1000000,0,0,354,2026-05-23 21:06:49.133984
1060,266430,500000,1000000,0,0,8,2026-05-23 21:06:50.985283
1061,266510,500000,1000000,0,0,6,2026-05-23 21:06:52.835640
1062,266840,2000000,5000000,0,0,804,2026-05-23 21:06:54.684551
1063,267490,200000,500000,0,0,8,2026-05-23 21:06:56.533860
1064,267530,500000,1000000,0,0,30,2026-05-23 21:06:58.386958
1065,268050,2000000,5000000,0,0,211,2026-05-23 21:07:00.238829
1066,268130,500000,1000000,0,0,21,2026-05-23 21:07:02.090827
1067,268400,200000,500000,0,0,234,2026-05-23 21:07:03.931045
1068,268420,2000000,5000000,0,0,1,2026-05-23 21:07:05.981921
1069,268500,5000000,10000000,0,0,3123,2026-05-23 21:07:07.807709
1070,268540,200000,500000,0,0,9,2026-05-23 21:07:09.679302
1071,268650,200000,500000,0,0,482,2026-05-23 21:07:11.777532
1072,268750,500000,1000000,0,0,12,2026-05-23 21:07:13.645658
1073,268850,500000,1000000,0,0,494,2026-05-23 21:07:15.512637
1074,268870,1000000,2000000,0,0,5,2026-05-23 21:07:17.367439
1075,268910,5000000,10000000,0,0,2080,2026-05-23 21:07:19.206644
1076,269210,1000000,2000000,0,0,369,2026-05-23 21:07:21.299680
1077,269670,200000,500000,0,0,6,2026-05-23 21:07:23.441222
1078,269770,200000,500000,0,0,35,2026-05-23 21:07:25.274963
1079,269790,200000,500000,0,0,8,2026-05-23 21:07:27.179371
1080,269950,1000000,2000000,0,0,381,2026-05-23 21:07:29.047565
1081,270090,200000,500000,0,0,0,2026-05-23 21:07:30.893580
1082,270150,1000000,2000000,0,0,165,2026-05-23 21:07:32.748433
1083,270170,200000,500000,0,0,2,2026-05-23 21:07:34.592753
1084,270210,200000,500000,0,0,1,2026-05-23 21:07:36.440332
1085,270450,200000,500000,0,0,1,2026-05-23 21:07:38.324776
1086,270570,500000,1000000,0,0,0,2026-05-23 21:07:40.282584
1087,270790,200000,500000,0,0,10,2026-05-23 21:07:42.125063
1088,270850,500000,1000000,0,0,2,2026-05-23 21:07:43.963161
1089,270880,2000000,5000000,0,0,6742,2026-05-23 21:07:45.845642
1090,271260,200000,500000,0,0,7,2026-05-23 21:07:47.688709
1091,271500,200000,500000,0,0,1,2026-05-23 21:07:49.528727
1092,271570,200000,500000,0,0,1,2026-05-23 21:07:51.394239
1093,271590,50000000,100000000,0,0,67851,2026-05-23 21:07:53.239927
1094,271860,200000,500000,0,0,0,2026-05-23 21:07:55.205068
1095,272230,200000,500000,0,0,8,2026-05-23 21:07:57.070738
1096,272470,500000,1000000,0,0,8,2026-05-23 21:07:59.020898
1097,272510,500000,1000000,0,0,11,2026-05-23 21:08:01.061713
1098,272600,200000,500000,0,0,3,2026-05-23 21:08:03.060352
1099,273110,5000000,10000000,0,0,369,2026-05-23 21:08:04.892920
1100,273350,5000000,10000000,0,0,9,2026-05-23 21:08:06.725893
1101,274170,2000000,5000000,0,0,437,2026-05-23 21:08:08.573828
1102,274190,2000000,5000000,0,0,283,2026-05-23 21:08:10.446394
1103,274290,500000,1000000,0,0,2,2026-05-23 21:08:12.299413
1104,274310,200000,500000,0,0,2,2026-05-23 21:08:14.193297
1105,274500,200000,500000,0,0,8,2026-05-23 21:08:16.035593
1106,274520,1000000,2000000,0,0,86,2026-05-23 21:08:17.883017
1107,274560,200000,500000,0,0,0,2026-05-23 21:08:19.762072
1108,274620,200000,500000,0,0,0,2026-05-23 21:08:21.656897
1109,274900,500000,1000000,0,0,12,2026-05-23 21:08:23.499363
1110,274920,500000,1000000,0,0,105,2026-05-23 21:08:25.335437
1111,274940,1000000,2000000,0,0,13,2026-05-23 21:08:27.177163
1112,274980,200000,500000,0,0,6,2026-05-23 21:08:29.014217
1113,275100,200000,500000,0,0,5,2026-05-23 21:08:30.853334
1114,275390,5000000,10000000,0,0,5,2026-05-23 21:08:32.702684
1115,275490,200000,500000,0,0,0,2026-05-23 21:08:34.711135
1116,275530,200000,500000,0,0,9,2026-05-23 21:08:36.545728
1117,275670,200000,500000,0,0,3,2026-05-23 21:08:38.583931
1118,275850,5000000,10000000,0,0,12291,2026-05-23 21:08:40.428464
1119,276810,500000,1000000,0,0,112,2026-05-23 21:08:42.275793
1120,277430,200000,500000,0,0,5,2026-05-23 21:08:44.166289
1121,277590,500000,1000000,0,0,13,2026-05-23 21:08:46.072127
1122,278080,1000000,2000000,0,0,242,2026-05-23 21:08:47.910800
1123,278360,5000000,10000000,0,0,8,2026-05-23 21:08:49.764830
1124,278460,500000,1000000,0,0,0,2026-05-23 21:08:51.601871
1125,278970,200000,500000,0,0,8,2026-05-23 21:08:53.450624
1126,279720,2000000,5000000,0,0,1,2026-05-23 21:08:55.467273
1127,280140,200000,500000,0,0,1,2026-05-23 21:08:57.371887
1128,280160,1000000,2000000,0,0,11,2026-05-23 21:08:59.220200
1129,280180,500000,1000000,0,0,2,2026-05-23 21:09:01.056369
1130,280220,200000,500000,0,0,134,2026-05-23 21:09:02.967357
1131,280640,200000,500000,0,0,4,2026-05-23 21:09:05.066533
1132,280790,1000000,2000000,0,0,35,2026-05-23 21:09:06.941393
1133,281610,500000,1000000,0,0,23,2026-05-23 21:09:08.807761
1134,281640,200000,500000,0,0,16,2026-05-23 21:09:10.714912
1135,281750,200000,500000,0,0,0,2026-05-23 21:09:12.568484
1136,281920,200000,500000,0,0,3,2026-05-23 21:09:14.490893
1137,281990,2000000,5000000,0,0,13727,2026-05-23 21:09:16.358809
1138,282070,2000000,5000000,0,0,756,2026-05-23 21:09:18.206373
1139,282140,2000000,5000000,0,0,57,2026-05-23 21:09:20.054123
1140,282440,2000000,5000000,0,0,297,2026-05-23 21:09:21.914475
1141,282590,200000,500000,0,0,0,2026-05-23 21:09:23.913117
1142,282660,1000000,2000000,0,0,3,2026-05-23 21:09:25.764627
1143,282800,1000000,2000000,0,0,158,2026-05-23 21:09:28.023061
1144,282900,500000,1000000,0,0,20,2026-05-23 21:09:30.184678
1145,283000,200000,500000,0,0,15,2026-05-23 21:09:32.075394
1146,283290,200000,500000,0,0,0,2026-05-23 21:09:34.117101
1147,283390,200000,500000,0,0,0,2026-05-23 21:09:36.028594
1148,283640,1000000,2000000,0,0,48,2026-05-23 21:09:37.876086
1149,283880,200000,500000,0,0,5,2026-05-23 21:09:39.712949
1150,284160,5000000,10000000,0,0,15863,2026-05-23 21:09:41.562438
1151,284240,200000,500000,0,0,0,2026-05-23 21:09:43.404438
1152,284950,500000,1000000,0,0,3,2026-05-23 21:09:45.385251
1153,285010,200000,500000,0,0,1,2026-05-23 21:09:47.223993
1154,285160,1000000,2000000,0,0,69,2026-05-23 21:09:49.069129
1155,285190,1000000,2000000,0,0,88,2026-05-23 21:09:51.067704
1156,285310,500000,1000000,0,0,236,2026-05-23 21:09:52.908342
1157,285580,200000,500000,0,0,0,2026-05-23 21:09:54.759704
1158,285800,5000000,10000000,0,0,1,2026-05-23 21:09:56.772731
1159,285900,2000000,5000000,0,0,376,2026-05-23 21:09:58.617199
1160,285920,500000,1000000,0,0,261,2026-05-23 21:10:00.565188
1161,286000,200000,500000,0,0,3,2026-05-23 21:10:02.635928
1162,286040,200000,500000,0,0,6,2026-05-23 21:10:04.717086
1163,286100,200000,500000,0,0,4,2026-05-23 21:10:06.846941
1164,286120,200000,500000,0,0,0,2026-05-23 21:10:08.729796
1165,286160,2000000,5000000,0,0,5021,2026-05-23 21:10:10.566294
1166,286340,200000,500000,0,0,1,2026-05-23 21:10:12.544987
1167,286570,2000000,5000000,0,0,22,2026-05-23 21:10:14.374987
1168,286690,5000000,10000000,0,0,1208,2026-05-23 21:10:16.376364
1169,286940,2000000,5000000,0,0,0,2026-05-23 21:10:20.059541
1170,287120,200000,500000,0,0,0,2026-05-23 21:10:21.899294
