id,app_id,owners_min,owners_max,average_playtime,median_playtime,peak_ccu,collected_at
2264,512470,500000,1000000,0,0,20,2026-05-23 21:44:34.604585
2265,512640,200000,500000,0,0,0,2026-05-23 21:44:36.444207
2266,512790,500000,1000000,0,0,5,2026-05-23 21:44:38.283792
2267,512900,1000000,2000000,0,0,317,2026-05-23 21:44:40.127058
2268,513000,500000,1000000,0,0,66,2026-05-23 21:44:41.968272
2269,513230,200000,500000,0,0,0,2026-05-23 21:44:43.815905
2270,513450,200000,500000,0,0,0,2026-05-23 21:44:45.656603
2271,513510,500000,1000000,0,0,0,2026-05-23 21:44:47.498961
2272,513560,200000,500000,0,0,1,2026-05-23 21:44:49.332189
2273,513570,200000,500000,0,0,0,2026-05-23 21:44:51.175787
2274,513590,500000,1000000,0,0,0,2026-05-23 21:44:53.014196
2275,513710,5000000,10000000,0,0,8535,2026-05-23 21:44:54.846280
2276,513740,200000,500000,0,0,24,2026-05-23 21:44:56.698721
2277,513780,1000000,2000000,0,0,0,2026-05-23 21:44:58.542044
2278,514970,200000,500000,0,0,0,2026-05-23 21:45:00.402451
2279,515180,500000,1000000,0,0,45,2026-05-23 21:45:02.240376
2280,515470,200000,500000,0,0,1,2026-05-23 21:45:05.930856
2281,515570,200000,500000,0,0,7,2026-05-23 21:45:07.770449
2282,515690,1000000,2000000,0,0,0,2026-05-23 21:45:09.604717
2283,516510,200000,500000,0,0,1,2026-05-23 21:45:11.522611
2284,516750,1000000,2000000,0,0,1044,2026-05-23 21:45:13.379475
2285,517630,1000000,2000000,0,0,232,2026-05-23 21:45:15.211135
2286,517710,500000,1000000,0,0,1,2026-05-23 21:45:17.049191
2287,517790,200000,500000,0,0,95,2026-05-23 21:45:18.896578
2288,518030,200000,500000,0,0,8,2026-05-23 21:45:20.725301
2289,518150,200000,500000,0,0,9,2026-05-23 21:45:22.567879
2290,518580,200000,500000,0,0,0,2026-05-23 21:45:24.404845
2291,518790,5000000,10000000,0,0,2207,2026-05-23 21:45:26.247993
2292,518800,200000,500000,0,0,1,2026-05-23 21:45:28.088290
2293,519140,200000,500000,0,0,2,2026-05-23 21:45:29.939509
2294,519190,500000,1000000,0,0,3,2026-05-23 21:45:31.779522
2295,519860,1000000,2000000,0,0,36,2026-05-23 21:45:33.621863
2296,520440,200000,500000,0,0,140,2026-05-23 21:45:35.464769
2297,520720,200000,500000,0,0,5,2026-05-23 21:45:37.301510
2298,521200,200000,500000,0,0,12,2026-05-23 21:45:39.153572
2299,521890,500000,1000000,0,0,127,2026-05-23 21:45:40.996350
2300,522210,1000000,2000000,0,0,6,2026-05-23 21:45:42.831375
2301,522470,200000,500000,0,0,28,2026-05-23 21:45:44.666842
2302,523660,500000,1000000,0,0,55,2026-05-23 21:45:46.530378
2303,523780,200000,500000,0,0,10,2026-05-23 21:45:48.370693
2304,524220,2000000,5000000,0,0,690,2026-05-23 21:45:52.039343
2305,525300,200000,500000,0,0,0,2026-05-23 21:45:53.882249
2306,526160,200000,500000,0,0,7,2026-05-23 21:45:55.719676
2307,526870,10000000,20000000,0,0,12596,2026-05-23 21:45:57.557085
2308,527100,200000,500000,0,0,2,2026-05-23 21:45:59.400052
2309,527230,2000000,5000000,0,0,428,2026-05-23 21:46:01.252530
2310,527430,1000000,2000000,0,0,208,2026-05-23 21:46:03.089649
2311,527760,200000,500000,0,0,0,2026-05-23 21:46:04.926243
2312,527770,200000,500000,0,0,0,2026-05-23 21:46:06.759766
2313,528230,500000,1000000,0,0,66,2026-05-23 21:46:08.791914
2314,528510,200000,500000,0,0,1,2026-05-23 21:46:10.629132
2315,528670,500000,1000000,0,0,0,2026-05-23 21:46:12.475072
2316,528740,200000,500000,0,0,235,2026-05-23 21:46:14.532796
2317,529110,200000,500000,0,0,0,2026-05-23 21:46:16.375135
2318,529180,500000,1000000,0,0,35,2026-05-23 21:46:18.255223
2319,529340,1000000,2000000,0,0,4609,2026-05-23 21:46:20.121685
2320,529780,200000,500000,0,0,0,2026-05-23 21:46:21.954146
2321,529840,200000,500000,0,0,1,2026-05-23 21:46:23.836249
2322,529920,500000,1000000,0,0,0,2026-05-23 21:46:25.693028
2323,530070,200000,500000,0,0,8,2026-05-23 21:46:27.544494
2324,530330,500000,1000000,0,0,3,2026-05-23 21:46:29.386023
2325,530390,200000,500000,0,0,2,2026-05-23 21:46:31.212942
2326,530630,200000,500000,0,0,5,2026-05-23 21:46:33.050014
2327,530700,2000000,5000000,0,0,1,2026-05-23 21:46:34.889803
2328,530890,200000,500000,0,0,12,2026-05-23 21:46:36.728292
2329,531510,1000000,2000000,0,0,220,2026-05-23 21:46:38.558903
2330,531640,500000,1000000,0,0,135,2026-05-23 21:46:40.399141
2331,532030,200000,500000,0,0,3,2026-05-23 21:46:42.238111
2332,532110,200000,500000,0,0,114,2026-05-23 21:46:44.079661
2333,532210,10000000,20000000,0,0,153,2026-05-23 21:46:45.925036
2334,532840,200000,500000,0,0,3,2026-05-23 21:46:47.760521
2335,533300,200000,500000,0,0,2,2026-05-23 21:46:49.679911
2336,533540,500000,1000000,0,0,9,2026-05-23 21:46:51.508909
2337,533780,500000,1000000,0,0,13,2026-05-23 21:46:53.237478
2338,534220,200000,500000,0,0,0,2026-05-23 21:46:55.129045
2339,534370,200000,500000,0,0,4,2026-05-23 21:46:56.960614
2340,534380,5000000,10000000,0,0,4223,2026-05-23 21:46:58.792181
2341,534820,200000,500000,0,0,0,2026-05-23 21:47:00.640635
2342,535480,200000,500000,0,0,9,2026-05-23 21:47:02.465653
2343,535760,500000,1000000,0,0,0,2026-05-23 21:47:04.297186
2344,535930,1000000,2000000,0,0,518,2026-05-23 21:47:06.140134
2345,536220,1000000,2000000,0,0,110,2026-05-23 21:47:08.166761
2346,536270,200000,500000,0,0,103,2026-05-23 21:47:10.003877
2347,536280,500000,1000000,0,0,0,2026-05-23 21:47:11.835475
2348,536930,1000000,2000000,0,0,3,2026-05-23 21:47:13.673240
2349,537180,1000000,2000000,0,0,236,2026-05-23 21:47:15.507550
2350,537430,200000,500000,0,0,0,2026-05-23 21:47:17.359060
2351,537800,500000,1000000,0,0,60,2026-05-23 21:47:19.188749
2352,538680,200000,500000,0,0,77,2026-05-23 21:47:21.017605
2353,539470,500000,1000000,0,0,18,2026-05-23 21:47:22.850005
2354,540020,200000,500000,0,0,0,2026-05-23 21:47:24.697797
2355,540840,200000,500000,0,0,2,2026-05-23 21:47:26.542379
2356,540900,200000,500000,0,0,0,2026-05-23 21:47:28.370497
2357,541200,200000,500000,0,0,6,2026-05-23 21:47:30.202788
2358,542340,200000,500000,0,0,4,2026-05-23 21:47:32.055140
2359,543460,200000,500000,0,0,46,2026-05-23 21:47:33.881919
2360,543900,200000,500000,0,0,15,2026-05-23 21:47:35.722599
2361,544330,500000,1000000,0,0,8,2026-05-23 21:47:37.754037
2362,544550,200000,500000,0,0,232,2026-05-23 21:47:39.586857
2363,544730,1000000,2000000,0,0,848,2026-05-23 21:47:41.420842
2364,544750,1000000,2000000,0,0,119,2026-05-23 21:47:43.251469
2365,544810,2000000,5000000,0,0,4796,2026-05-23 21:47:45.171520
2366,544920,1000000,2000000,0,0,0,2026-05-23 21:47:47.086268
2367,545270,200000,500000,0,0,3,2026-05-23 21:47:48.925234
2368,545650,200000,500000,0,0,8,2026-05-23 21:47:50.766827
2369,546050,500000,1000000,0,0,32,2026-05-23 21:47:54.437746
2370,546560,2000000,5000000,0,0,202,2026-05-23 21:47:56.299694
2371,546930,200000,500000,0,0,0,2026-05-23 21:47:58.138426
2372,546980,500000,1000000,0,0,1,2026-05-23 21:47:59.980199
2373,547680,200000,500000,0,0,2,2026-05-23 21:48:01.825533
2374,547960,500000,1000000,0,0,0,2026-05-23 21:48:03.669137
2375,548430,5000000,10000000,0,0,5216,2026-05-23 21:48:05.508019
2376,548570,500000,1000000,0,0,42,2026-05-23 21:48:07.344128
2377,550010,200000,500000,0,0,11,2026-05-23 21:48:09.174262
2378,550650,10000000,20000000,0,0,212,2026-05-23 21:48:11.015253
2379,550900,2000000,5000000,0,0,0,2026-05-23 21:48:12.855427
2380,552100,1000000,2000000,0,0,983,2026-05-23 21:48:16.526250
2381,552520,2000000,5000000,0,0,1297,2026-05-23 21:48:20.344703
2382,552990,20000000,50000000,0,0,8518,2026-05-23 21:48:22.181638
2383,553210,200000,500000,0,0,0,2026-05-23 21:48:24.017071
2384,553420,1000000,2000000,0,0,114,2026-05-23 21:48:27.701487
2385,553540,200000,500000,0,0,27,2026-05-23 21:48:29.549227
2386,553790,500000,1000000,0,0,3,2026-05-23 21:48:33.412487
2387,553850,20000000,50000000,0,0,53399,2026-05-23 21:48:35.246248
2388,555160,1000000,2000000,0,0,107,2026-05-23 21:48:40.810224
2389,555570,5000000,10000000,0,0,70,2026-05-23 21:48:44.486565
2390,555670,200000,500000,0,0,0,2026-05-23 21:48:46.393179
2391,557180,500000,1000000,0,0,15,2026-05-23 21:48:48.218088
2392,557260,200000,500000,0,0,0,2026-05-23 21:48:50.061434
2393,557600,200000,500000,0,0,21,2026-05-23 21:48:53.827879
2394,557780,200000,500000,0,0,0,2026-05-23 21:48:55.663305
2395,557810,200000,500000,0,0,2,2026-05-23 21:48:57.503304
2396,558100,1000000,2000000,0,0,44,2026-05-23 21:48:59.346976
2397,558660,200000,500000,0,0,0,2026-05-23 21:49:01.182613
2398,558990,200000,500000,0,0,139,2026-05-23 21:49:03.020256
2399,559210,200000,500000,0,0,0,2026-05-23 21:49:06.710611
2400,559650,1000000,2000000,0,0,24,2026-05-23 21:49:08.541552
2401,560130,1000000,2000000,0,0,233,2026-05-23 21:49:10.373287
2402,560260,200000,500000,0,0,0,2026-05-23 21:49:12.297156
2403,561340,200000,500000,0,0,0,2026-05-23 21:49:14.133757
2404,562220,200000,500000,0,0,1,2026-05-23 21:49:15.990461
2405,562360,200000,500000,0,0,49,2026-05-23 21:49:17.842242
2406,562540,200000,500000,0,0,2,2026-05-23 21:49:19.880896
2407,562590,200000,500000,0,0,0,2026-05-23 21:49:21.715062
2408,562810,500000,1000000,0,0,39,2026-05-23 21:49:23.559440
2409,563560,200000,500000,0,0,179,2026-05-23 21:49:29.173693
2410,564530,200000,500000,0,0,92,2026-05-23 21:49:32.839815
2411,564710,500000,1000000,0,0,72,2026-05-23 21:49:34.672223
2412,566050,200000,500000,0,0,105,2026-05-23 21:49:36.508797
2413,567630,500000,1000000,0,0,110,2026-05-23 21:49:38.339481
2414,567640,1000000,2000000,0,0,164,2026-05-23 21:49:40.176722
2415,568090,200000,500000,0,0,4,2026-05-23 21:49:43.853950
2416,568220,1000000,2000000,0,0,1524,2026-05-23 21:49:45.686903
2417,568570,200000,500000,0,0,14,2026-05-23 21:49:47.523717
2418,568770,200000,500000,0,0,10,2026-05-23 21:49:49.359980
2419,568780,200000,500000,0,0,0,2026-05-23 21:49:51.196324
2420,569480,1000000,2000000,0,0,317,2026-05-23 21:49:53.100127
2421,569610,500000,1000000,0,0,1,2026-05-23 21:49:54.938334
2422,569860,500000,1000000,0,0,5,2026-05-23 21:49:56.777195
2423,570770,200000,500000,0,0,11,2026-05-23 21:50:00.543702
2424,570780,500000,1000000,0,0,42,2026-05-23 21:50:02.382742
2425,570840,200000,500000,0,0,4,2026-05-23 21:50:04.220950
2426,570940,2000000,5000000,0,0,2879,2026-05-23 21:50:06.055527
2427,571260,200000,500000,0,0,10,2026-05-23 21:50:07.932388
2428,571310,200000,500000,0,0,22,2026-05-23 21:50:09.772122
2429,571740,1000000,2000000,0,0,352,2026-05-23 21:50:11.617567
2430,572410,200000,500000,0,0,34,2026-05-23 21:50:13.443845
2431,572520,200000,500000,0,0,1,2026-05-23 21:50:17.113463
2432,572890,500000,1000000,0,0,48,2026-05-23 21:50:18.948317
2433,573090,1000000,2000000,0,0,1488,2026-05-23 21:50:20.794169
2434,573100,500000,1000000,0,0,251,2026-05-23 21:50:22.629787
2435,574640,200000,500000,0,0,9,2026-05-23 21:50:24.502088
2436,574720,200000,500000,0,0,39,2026-05-23 21:50:26.335326
2437,574820,500000,1000000,0,0,0,2026-05-23 21:50:28.199944
2438,575090,1000000,2000000,0,0,0,2026-05-23 21:50:30.028325
2439,575110,1000000,2000000,0,0,0,2026-05-23 21:50:31.873271
2440,575490,200000,500000,0,0,1,2026-05-23 21:50:33.712099
2441,575550,200000,500000,0,0,3,2026-05-23 21:50:35.548740
2442,575640,200000,500000,0,0,0,2026-05-23 21:50:37.428928
2443,575700,200000,500000,0,0,0,2026-05-23 21:50:39.271210
2444,575720,200000,500000,0,0,105,2026-05-23 21:50:41.101164
2445,575860,500000,1000000,0,0,15,2026-05-23 21:50:42.944663
2446,576120,500000,1000000,0,0,1,2026-05-23 21:50:44.779639
2447,576470,200000,500000,0,0,0,2026-05-23 21:50:46.624093
2448,576770,200000,500000,0,0,41,2026-05-23 21:50:48.458059
2449,577460,200000,500000,0,0,0,2026-05-23 21:50:50.342054
2450,577800,1000000,2000000,0,0,58,2026-05-23 21:50:52.202549
2451,577940,200000,500000,0,0,40,2026-05-23 21:50:54.040337
2452,578080,100000000,200000000,0,0,314682,2026-05-23 21:50:55.880420
2453,578310,1000000,2000000,0,0,9,2026-05-23 21:50:57.726336
2454,578330,500000,1000000,0,0,115,2026-05-23 21:50:59.571040
2455,578620,200000,500000,0,0,14,2026-05-23 21:51:01.408690
2456,579180,200000,500000,0,0,37,2026-05-23 21:51:05.094661
2457,579950,200000,500000,0,0,2,2026-05-23 21:51:06.920247
2458,580910,200000,500000,0,0,0,2026-05-23 21:51:08.752389
2459,581130,200000,500000,0,0,30,2026-05-23 21:51:10.589335
2460,581270,200000,500000,0,0,1,2026-05-23 21:51:12.419151
2461,581320,2000000,5000000,0,0,1826,2026-05-23 21:51:14.270000
2462,581630,200000,500000,0,0,12,2026-05-23 21:51:16.224105
2463,582010,10000000,20000000,0,0,11923,2026-05-23 21:51:18.056180
2464,582160,1000000,2000000,0,0,1604,2026-05-23 21:51:20.025056
2465,582500,1000000,2000000,0,0,142,2026-05-23 21:51:21.981888
2466,582660,5000000,10000000,0,0,14345,2026-05-23 21:51:24.021944
2467,583950,1000000,2000000,0,0,33,2026-05-23 21:51:25.866981
2468,584100,200000,500000,0,0,4,2026-05-23 21:51:27.700281
2469,584400,1000000,2000000,0,0,78,2026-05-23 21:51:29.530084
2470,584980,200000,500000,0,0,4,2026-05-23 21:51:31.371177
2471,585420,1000000,2000000,0,0,903,2026-05-23 21:51:33.213746
2472,585550,200000,500000,0,0,1,2026-05-23 21:51:35.047771
2473,585690,2000000,5000000,0,0,49,2026-05-23 21:51:36.878846
2474,586030,200000,500000,0,0,3,2026-05-23 21:51:38.702628
2475,586140,500000,1000000,0,0,221,2026-05-23 21:51:40.540444
2476,586200,200000,500000,0,0,56,2026-05-23 21:51:42.373238
2477,586350,200000,500000,0,0,2,2026-05-23 21:51:44.215306
2478,586380,500000,1000000,0,0,0,2026-05-23 21:51:46.050453
2479,586960,200000,500000,0,0,0,2026-05-23 21:51:47.919119
2480,586980,500000,1000000,0,0,1,2026-05-23 21:51:49.762986
2481,587430,200000,500000,0,0,5,2026-05-23 21:51:51.602367
2482,587520,200000,500000,0,0,16,2026-05-23 21:51:53.441727
2483,587620,500000,1000000,0,0,80,2026-05-23 21:51:55.283857
2484,587790,500000,1000000,0,0,1,2026-05-23 21:51:57.138260
2485,587860,500000,1000000,0,0,2,2026-05-23 21:51:58.969686
2486,588030,500000,1000000,0,0,328,2026-05-23 21:52:01.092114
2487,588140,500000,1000000,0,0,0,2026-05-23 21:52:02.932119
2488,588650,5000000,10000000,0,0,2559,2026-05-23 21:52:06.589729
2489,589290,500000,1000000,0,0,223,2026-05-23 21:52:08.509918
2490,589360,500000,1000000,0,0,93,2026-05-23 21:52:10.338207
2491,589590,200000,500000,0,0,121,2026-05-23 21:52:12.185447
2492,589780,200000,500000,0,0,8,2026-05-23 21:52:14.028568
2493,589870,200000,500000,0,0,52,2026-05-23 21:52:15.862728
2494,590380,1000000,2000000,0,0,285,2026-05-23 21:52:17.796019
2495,591420,200000,500000,0,0,1,2026-05-23 21:52:21.456084
2496,591740,500000,1000000,0,0,76,2026-05-23 21:52:23.288094
2497,591960,200000,500000,0,0,71,2026-05-23 21:52:25.221459
2498,592580,200000,500000,0,0,35,2026-05-23 21:52:27.112540
2499,592600,500000,1000000,0,0,2,2026-05-23 21:52:28.948175
2500,593280,200000,500000,0,0,32,2026-05-23 21:52:30.777587
2501,593600,500000,1000000,0,0,165,2026-05-23 21:52:32.610322
2502,594330,200000,500000,0,0,24,2026-05-23 21:52:34.444175
2503,594570,5000000,10000000,0,0,1464,2026-05-23 21:52:36.282034
2504,594650,10000000,20000000,0,0,6300,2026-05-23 21:52:38.120894
2505,595280,200000,500000,0,0,0,2026-05-23 21:52:39.960198
2506,595690,200000,500000,0,0,36,2026-05-23 21:52:43.645539
2507,596970,200000,500000,0,0,30,2026-05-23 21:52:45.475054
2508,597170,1000000,2000000,0,0,212,2026-05-23 21:52:47.569079
2509,597180,200000,500000,0,0,474,2026-05-23 21:52:49.432092
2510,597220,500000,1000000,0,0,53,2026-05-23 21:52:51.269922
2511,597760,500000,1000000,0,0,28,2026-05-23 21:52:53.101566
2512,597820,1000000,2000000,0,0,37,2026-05-23 21:52:54.946054
2513,598330,200000,500000,0,0,46,2026-05-23 21:52:56.787298
2514,598700,200000,500000,0,0,11,2026-05-23 21:52:58.624051
2515,598810,200000,500000,0,0,85,2026-05-23 21:53:00.455633
2516,598960,200000,500000,0,0,27,2026-05-23 21:53:02.289027
2517,598980,500000,1000000,0,0,34,2026-05-23 21:53:04.131946
2518,599140,1000000,2000000,0,0,941,2026-05-23 21:53:06.013905
2519,599390,500000,1000000,0,0,145,2026-05-23 21:53:07.845161
2520,599750,200000,500000,0,0,2,2026-05-23 21:53:09.690279
2521,600130,200000,500000,0,0,4,2026-05-23 21:53:11.520027
2522,600750,200000,500000,0,0,199,2026-05-23 21:53:15.241082
2523,601050,200000,500000,0,0,117,2026-05-23 21:53:17.075848
2524,601150,5000000,10000000,0,0,2248,2026-05-23 21:53:18.923967
2525,601220,200000,500000,0,0,2,2026-05-23 21:53:20.829070
2526,601430,1000000,2000000,0,0,176,2026-05-23 21:53:22.659160
2527,601510,2000000,5000000,0,0,1856,2026-05-23 21:53:24.601453
2528,601840,500000,1000000,0,0,74,2026-05-23 21:53:26.433676
2529,602520,200000,500000,0,0,15,2026-05-23 21:53:28.279118
2530,602890,200000,500000,0,0,0,2026-05-23 21:53:30.166217
2531,602960,2000000,5000000,0,0,2371,2026-05-23 21:53:32.002234
2532,603360,500000,1000000,0,0,0,2026-05-23 21:53:33.855405
2533,603850,1000000,2000000,0,0,513,2026-05-23 21:53:35.683440
2534,604240,500000,1000000,0,0,21,2026-05-23 21:53:37.541190
2535,604450,200000,500000,0,0,0,2026-05-23 21:53:39.414245
2536,604500,200000,500000,0,0,173,2026-05-23 21:53:41.238119
2537,604540,200000,500000,0,0,50,2026-05-23 21:53:43.081975
2538,604990,200000,500000,0,0,0,2026-05-23 21:53:44.920194
2539,605740,500000,1000000,0,0,311,2026-05-23 21:53:46.943832
2540,606140,200000,500000,0,0,0,2026-05-23 21:53:48.805692
2541,606150,2000000,5000000,0,0,127,2026-05-23 21:53:50.861415
2542,606230,200000,500000,0,0,59,2026-05-23 21:53:52.718701
2543,606280,1000000,2000000,0,0,52,2026-05-23 21:53:54.572112
2544,606500,200000,500000,0,0,4,2026-05-23 21:53:56.404973
2545,606800,200000,500000,0,0,49,2026-05-23 21:53:58.254941
2546,606880,500000,1000000,0,0,69,2026-05-23 21:54:00.095779
2547,607050,500000,1000000,0,0,15,2026-05-23 21:54:01.932020
2548,607080,500000,1000000,0,0,97,2026-05-23 21:54:03.839033
2549,607260,1000000,2000000,0,0,80,2026-05-23 21:54:05.673609
2550,607890,200000,500000,0,0,21,2026-05-23 21:54:07.510615
2551,608990,200000,500000,0,0,0,2026-05-23 21:54:09.355313
2552,609920,200000,500000,0,0,4,2026-05-23 21:54:13.078177
2553,610080,1000000,2000000,0,0,595,2026-05-23 21:54:14.916307
2554,610370,500000,1000000,0,0,116,2026-05-23 21:54:16.755912
2555,610670,200000,500000,0,0,0,2026-05-23 21:54:18.641307
2556,611020,200000,500000,0,0,0,2026-05-23 21:54:20.474687
2557,611500,2000000,5000000,0,0,203,2026-05-23 21:54:22.310368
2558,611660,500000,1000000,0,0,40,2026-05-23 21:54:24.138587
2559,611670,500000,1000000,0,0,241,2026-05-23 21:54:25.983245
2560,611790,1000000,2000000,0,0,205,2026-05-23 21:54:27.813430
2561,612020,200000,500000,0,0,75,2026-05-23 21:54:29.697927
2562,612170,200000,500000,0,0,0,2026-05-23 21:54:31.570455
2563,612570,200000,500000,0,0,3,2026-05-23 21:54:33.418961
2564,612880,1000000,2000000,0,0,290,2026-05-23 21:54:35.265829
2565,613010,2000000,5000000,0,0,0,2026-05-23 21:54:37.107007
2566,613100,2000000,5000000,0,0,1311,2026-05-23 21:54:38.944000
2567,613830,500000,1000000,0,0,172,2026-05-23 21:54:40.783237
2568,613900,200000,500000,0,0,1,2026-05-23 21:54:42.626295
2569,614460,200000,500000,0,0,0,2026-05-23 21:54:44.562097
2570,614570,1000000,2000000,0,0,45,2026-05-23 21:54:46.402028
2571,615120,200000,500000,0,0,3,2026-05-23 21:54:48.233755
2572,615530,200000,500000,0,0,19,2026-05-23 21:54:50.077132
2573,615610,200000,500000,0,0,1,2026-05-23 21:54:51.920683
2574,616090,200000,500000,0,0,0,2026-05-23 21:54:53.763217
2575,616220,200000,500000,0,0,0,2026-05-23 21:54:55.596552
2576,616560,500000,1000000,0,0,17,2026-05-23 21:54:57.432013
2577,616720,200000,500000,0,0,263,2026-05-23 21:54:59.271729
2578,617290,2000000,5000000,0,0,429,2026-05-23 21:55:01.128197
2579,617480,200000,500000,0,0,24,2026-05-23 21:55:02.978332
2580,617670,200000,500000,0,0,17,2026-05-23 21:55:04.887524
2581,617830,1000000,2000000,0,0,30,2026-05-23 21:55:06.619941
2582,618140,500000,1000000,0,0,118,2026-05-23 21:55:08.561345
2583,619080,200000,500000,0,0,0,2026-05-23 21:55:10.391129
2584,619150,500000,1000000,0,0,11,2026-05-23 21:55:12.228072
2585,619400,200000,500000,0,0,0,2026-05-23 21:55:14.106759
2586,619700,200000,500000,0,0,1,2026-05-23 21:55:15.938305
2587,619780,200000,500000,0,0,4,2026-05-23 21:55:17.773479
2588,619820,1000000,2000000,0,0,144,2026-05-23 21:55:19.629250
2589,619910,200000,500000,0,0,2,2026-05-23 21:55:21.554240
2590,620350,200000,500000,0,0,0,2026-05-23 21:55:23.393405
2591,620590,500000,1000000,0,0,34,2026-05-23 21:55:25.412716
2592,620980,2000000,5000000,0,0,423,2026-05-23 21:55:27.261737
2593,621060,1000000,2000000,0,0,132,2026-05-23 21:55:29.103978
2594,621830,500000,1000000,0,0,484,2026-05-23 21:55:30.956810
2595,622650,500000,1000000,0,0,86,2026-05-23 21:55:32.795225
2596,623550,200000,500000,0,0,5,2026-05-23 21:55:34.689222
2597,623940,200000,500000,0,0,4,2026-05-23 21:55:36.535168
2598,624270,500000,1000000,0,0,12,2026-05-23 21:55:38.373256
2599,625340,1000000,2000000,0,0,39,2026-05-23 21:55:40.205244
2600,625430,200000,500000,0,0,4,2026-05-23 21:55:42.046080
2601,625960,1000000,2000000,0,0,744,2026-05-23 21:55:43.877629
2602,626610,200000,500000,0,0,7,2026-05-23 21:55:45.709703
2603,626680,200000,500000,0,0,3,2026-05-23 21:55:47.540434
2604,626690,1000000,2000000,0,0,45,2026-05-23 21:55:49.442032
2605,627270,1000000,2000000,0,0,275,2026-05-23 21:55:51.282847
2606,627690,1000000,2000000,0,0,3034,2026-05-23 21:55:53.178945
2607,627950,200000,500000,0,0,0,2026-05-23 21:55:55.016028
2608,628670,200000,500000,0,0,19,2026-05-23 21:55:56.749715
2609,629380,500000,1000000,0,0,0,2026-05-23 21:55:58.586235
2610,629520,2000000,5000000,0,0,15279,2026-05-23 21:56:00.424880
2611,629730,1000000,2000000,0,0,657,2026-05-23 21:56:02.328141
2612,629760,2000000,5000000,0,0,764,2026-05-23 21:56:04.169268
2613,629820,500000,1000000,0,0,126,2026-05-23 21:56:06.016082
2614,630100,2000000,5000000,0,0,0,2026-05-23 21:56:07.843445
2615,631510,1000000,2000000,0,0,675,2026-05-23 21:56:09.673687
2616,631570,200000,500000,0,0,4,2026-05-23 21:56:11.507478
2617,632300,200000,500000,0,0,179,2026-05-23 21:56:13.341135
2618,632350,500000,1000000,0,0,6,2026-05-23 21:56:15.192417
2619,632470,2000000,5000000,0,0,918,2026-05-23 21:56:18.862964
2620,633080,200000,500000,0,0,1,2026-05-23 21:56:20.700017
2621,633230,2000000,5000000,0,0,255,2026-05-23 21:56:22.539515
2622,635200,200000,500000,0,0,2,2026-05-23 21:56:24.393438
2623,635260,2000000,5000000,0,0,1658,2026-05-23 21:56:26.304871
2624,635730,200000,500000,0,0,1,2026-05-23 21:56:28.189987
2625,636150,500000,1000000,0,0,67,2026-05-23 21:56:30.031774
2626,636480,1000000,2000000,0,0,617,2026-05-23 21:56:31.904996
2627,637090,1000000,2000000,0,0,1446,2026-05-23 21:56:33.733842
2628,637100,500000,1000000,0,0,16,2026-05-23 21:56:35.574771
2629,637310,500000,1000000,0,0,0,2026-05-23 21:56:37.411843
2630,637650,2000000,5000000,0,0,339,2026-05-23 21:56:39.251592
2631,637670,200000,500000,0,0,11,2026-05-23 21:56:41.088148
2632,638070,1000000,2000000,0,0,3,2026-05-23 21:56:42.936093
2633,638230,500000,1000000,0,0,60,2026-05-23 21:56:44.785156
2634,638490,200000,500000,0,0,3,2026-05-23 21:56:46.520371
2635,638970,1000000,2000000,0,0,550,2026-05-23 21:56:48.355537
2636,639790,200000,500000,0,0,2,2026-05-23 21:56:50.190012
2637,640590,1000000,2000000,0,0,28,2026-05-23 21:56:52.047100
2638,640820,2000000,5000000,0,0,590,2026-05-23 21:56:53.885863
2639,641080,500000,1000000,0,0,20,2026-05-23 21:56:55.797152
2640,641320,500000,1000000,0,0,74,2026-05-23 21:56:57.629701
2641,641990,2000000,5000000,0,0,214,2026-05-23 21:56:59.466238
2642,643270,500000,1000000,0,0,1,2026-05-23 21:57:01.311916
2643,644560,2000000,5000000,0,0,106,2026-05-23 21:57:03.151257
2644,644570,200000,500000,0,0,6,2026-05-23 21:57:04.994479
2645,644830,500000,1000000,0,0,81,2026-05-23 21:57:06.850446
2646,644930,2000000,5000000,0,0,2751,2026-05-23 21:57:08.692308
2647,645260,200000,500000,0,0,177,2026-05-23 21:57:10.531917
2648,645630,2000000,5000000,0,0,202,2026-05-23 21:57:12.371830
2649,646570,5000000,10000000,0,0,15038,2026-05-23 21:57:16.047619
2650,646910,2000000,5000000,0,0,873,2026-05-23 21:57:17.942145
2651,647830,500000,1000000,0,0,144,2026-05-23 21:57:19.771178
2652,647960,200000,500000,0,0,174,2026-05-23 21:57:21.608958
2653,648120,1000000,2000000,0,0,0,2026-05-23 21:57:23.448014
2654,648350,2000000,5000000,0,0,260,2026-05-23 21:57:25.282979
2655,648390,200000,500000,0,0,4,2026-05-23 21:57:27.131691
2656,648430,200000,500000,0,0,0,2026-05-23 21:57:28.970944
2657,648800,10000000,20000000,0,0,4701,2026-05-23 21:57:30.811387
2658,649190,200000,500000,0,0,0,2026-05-23 21:57:32.689511
2659,650000,200000,500000,0,0,1,2026-05-23 21:57:34.520058
2660,650700,500000,1000000,0,0,36,2026-05-23 21:57:36.358900
2661,651150,200000,500000,0,0,0,2026-05-23 21:57:38.311378
2662,651670,200000,500000,0,0,26,2026-05-23 21:57:40.144011
2663,652980,200000,500000,0,0,6,2026-05-23 21:57:41.992340
